series_id,Method,Horizon,CV Group,LT,AR,VI,OFR,BO,EI
FOODS_3_389__WI,LSTM,One-step,0.4 < CV ≤ 0.6,3,3.015824317932129,2.671081304550171,0.8822551369667053,3.028076410293579,9.907285690307617
HOUSEHOLD_1_465__CA,LSTM,One-step,0.4 < CV ≤ 0.6,3,2.2836530208587646,2.1501851081848145,0.8408223390579224,7.289644241333008,17.867834091186523
HOUSEHOLD_1_351__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,8.57174015045166,13.179356575012207,0.8935980200767517,3.564311981201172,39.28900909423828
FOODS_2_326__TX,LSTM,One-step,0.4 < CV ≤ 0.6,4,2.722928524017334,2.2489500045776367,0.8464677333831787,4.677961349487305,13.826594352722168
FOODS_3_652__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,3.4675025939941406,4.36431884765625,0.8294293284416199,2.6000144481658936,8.439764976501465
FOODS_3_469__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,2.3330321311950684,6.098630905151367,0.8641420006752014,2.463360071182251,10.598400115966797
FOODS_3_282__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,1.557690978050232,1.4702481031417847,0.794154167175293,22.029590606689453,31.594818115234375
HOUSEHOLD_1_517__TX,LSTM,One-step,0.4 < CV ≤ 0.6,4,3.397357940673828,3.3961119651794434,0.8268019556999207,3.6270461082458496,11.93521499633789
FOODS_3_804__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,2.432610034942627,2.868596315383911,0.8377661108970642,7.6796112060546875,26.820444107055664
FOODS_3_503__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,4.016049861907959,5.540711879730225,0.854836642742157,3.414351463317871,15.825505256652832
FOODS_2_016__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,2.6055257320404053,3.541804790496826,0.8128659725189209,4.670888900756836,13.887210845947266
HOUSEHOLD_1_459__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,4.653680324554443,6.3012824058532715,0.8901176452636719,5.408133029937744,41.119022369384766
HOUSEHOLD_1_459__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,3.663203239440918,5.288852214813232,0.8259667158126831,9.113577842712402,38.23642349243164
FOODS_3_252__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,3.6812520027160645,4.189188480377197,0.8552524447441101,6.5531907081604,26.14688491821289
FOODS_3_372__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,0.08092732727527618,0.000714518129825592,0.1373291015625,7.760552406311035,0.01226720679551363
HOUSEHOLD_1_334__TX,LSTM,One-step,0.4 < CV ≤ 0.6,4,9.935013771057129,16.735904693603516,0.9041780829429626,4.505807876586914,59.12913131713867
HOUSEHOLD_1_118__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,2.967921733856201,3.9524922370910645,0.8552273511886597,7.027322292327881,25.871158599853516
HOUSEHOLD_1_306__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,0.14778029918670654,0.010861672461032867,0.24719741940498352,9.395169258117676,0.10285519063472748
HOUSEHOLD_1_319__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,2.8092947006225586,2.957793712615967,0.8523044586181641,1.6481012105941772,6.204415798187256
FOODS_3_389__WI,LSTM,One-step,0.4 < CV ≤ 0.6,4,4.703454494476318,5.767311096191406,0.8703404068946838,3.3591837882995605,16.21748924255371
HOUSEHOLD_1_465__CA,LSTM,One-step,0.4 < CV ≤ 0.6,4,3.553717851638794,4.579698085784912,0.8429588675498962,7.560410976409912,29.580110549926758
HOUSEHOLD_1_351__CA,LSTM,One-step,0.4 < CV ≤ 0.6,5,11.83914852142334,20.921218872070312,0.8972171545028687,3.106876850128174,52.070011138916016
FOODS_2_326__TX,LSTM,One-step,0.4 < CV ≤ 0.6,5,3.3357250690460205,4.231784343719482,0.8481235504150391,5.052716255187988,20.04776954650879
FOODS_3_652__WI,LSTM,One-step,0.4 < CV ≤ 0.6,5,4.8722662925720215,7.8211669921875,0.8292991518974304,2.5996792316436768,12.084769248962402
FOODS_3_469__CA,LSTM,One-step,0.4 < CV ≤ 0.6,5,3.5053420066833496,9.931290626525879,0.8501140475273132,2.640737295150757,15.292927742004395
FOODS_3_282__CA,LSTM,One-step,0.4 < CV ≤ 0.6,5,2.3840606212615967,3.123002529144287,0.7889705896377563,23.939287185668945,56.546844482421875
HOUSEHOLD_1_517__TX,LSTM,One-step,0.4 < CV ≤ 0.6,5,4.664962291717529,6.063253402709961,0.8216866850852966,3.6518075466156006,16.665210723876953
FOODS_3_804__CA,LSTM,One-step,0.4 < CV ≤ 0.6,5,3.7081708908081055,5.18311882019043,0.8296776413917542,7.448372840881348,36.884456634521484
FOODS_3_503__CA,LSTM,One-step,0.4 < CV ≤ 0.6,5,5.6505913734436035,9.938097953796387,0.8412649631500244,3.6271116733551025,23.278451919555664
FOODS_2_016__WI,LSTM,One-step,0.4 < CV ≤ 0.6,5,3.818225145339966,6.716119289398193,0.8110536932945251,4.817814350128174,21.170991897583008
HOUSEHOLD_1_459__CA,LSTM,One-step,0.4 < CV ≤ 0.6,5,6.571827411651611,11.035691261291504,0.890671968460083,5.279016017913818,57.74439239501953
HOUSEHOLD_1_459__WI,LSTM,One-step,0.4 < CV ≤ 0.6,5,5.400594711303711,10.001334190368652,0.8210602402687073,8.384462356567383,55.10252380371094
FOODS_3_252__WI,LSTM,One-step,0.4 < CV ≤ 0.6,5,5.712104320526123,8.85845947265625,0.8342617750167847,6.471960067749023,39.08481979370117
FOODS_3_372__WI,LSTM,One-step,0.4 < CV ≤ 0.6,5,0.1010366901755333,0.0016195669304579496,0.13808761537075043,7.7607622146606445,0.014652291312813759
HOUSEHOLD_1_334__TX,LSTM,One-step,0.4 < CV ≤ 0.6,5,13.512025833129883,28.417137145996094,0.9157771468162537,4.056424140930176,83.12692260742188
